timestamp,temperature,relative_humidity,wind_speed,wind_direction
20170527T2000,26.940529,47.0,1.8,306.8699
20170527T2100,26.100529,51.0,0.0,180.0
20170527T2200,25.090528,57.0,2.9024127,150.25511
20170527T2300,23.70053,64.0,4.8965297,143.97263
20170528T0000,22.40053,66.0,5.6002855,135.0
20170528T0100,21.46053,67.0,5.6233797,129.80557
20170528T0200,20.65053,70.0,6.193674,125.537674
20170528T0300,19.830528,74.0,7.2,126.869896
20170528T0400,18.930529,80.0,8.0899935,122.27564
20170528T0500,18.04053,85.0,8.0899935,122.27564
20170528T0600,17.57053,86.0,7.9036193,120.06859
20170528T0700,17.770529,86.0,7.0911775,113.96249
20170528T0800,19.160528,85.0,8.654986,106.92751
20170528T0900,21.510529,76.0,8.905908,104.03624
20170528T1000,23.96053,67.0,8.049845,100.30484
20170528T1100,25.80053,60.0,5.4119864,93.81408
20170528T1200,26.89053,48.0,4.510787,61.38954
20170528T1300,27.70053,45.0,4.5536795,71.56504
20170528T1400,29.340528,41.0,2.8116899,320.19443
20170528T1500,29.81053,39.0,3.319036,319.3987
20170528T1600,30.020529,38.0,3.0547013,315.0
20170528T1700,29.990528,38.0,3.0547013,315.0
20170528T1800,29.780529,37.0,3.319036,319.3987
20170528T1900,29.32053,38.0,3.4152596,341.56506
20170528T2000,28.530529,41.0,2.8799999,360.0
20170528T2100,27.600529,45.0,2.0364676,44.999985
20170528T2200,26.82053,49.0,3.5455887,113.96249
20170528T2300,25.29053,58.0,4.5820518,135.0
20170529T0000,23.520529,66.0,4.1046314,142.12502
20170529T0100,22.350529,66.0,4.3498964,155.55605
20170529T0200,21.70053,64.0,3.7585104,163.30075
20170529T0300,21.07053,67.0,3.396233,147.99461
20170529T0400,20.430529,73.0,3.6,143.1301
20170529T0500,19.81053,76.0,2.1897945,170.53767
20170529T0600,19.600529,71.0,1.9386592,248.1986
20170529T0700,20.080528,63.0,3.4152596,198.43495
20170529T0800,21.080528,65.0,5.3517847,250.34618
20170529T0900,22.910528,54.0,8.905908,284.03625
20170529T1000,24.360529,46.0,8.825508,281.7683
20170529T1100,25.65053,43.0,8.311245,287.65012
20170529T1200,26.88053,41.0,6.439876,296.56506
20170529T1300,27.770529,40.0,5.1919937,303.69006
20170529T1400,29.29053,42.0,6.1305785,310.23636
20170529T1500,29.590528,40.0,5.3999996,306.8699
20170529T1600,29.81053,38.0,4.3349743,274.76364
20170529T1700,29.660528,38.0,6.725354,254.47589
20170529T1800,29.190529,40.0,8.4042845,260.1342
20170529T1900,28.510529,42.0,8.311245,265.03027
20170529T2000,27.30053,47.0,5.3999996,270.0
20170529T2100,26.96053,45.0,1.0182338,315.0
20170529T2200,26.520529,45.0,3.6,89.99999
20170529T2300,25.80053,47.0,6.9527545,111.2505
20170530T0000,23.860529,62.0,7.2,126.869896
20170530T0100,22.64053,68.0,3.2599385,173.6598
20170530T0200,20.88053,73.0,5.1165614,230.7106
20170530T0300,20.13053,75.0,3.6,180.0
20170530T0400,19.330528,81.0,3.9763298,174.80557
20170530T0500,18.910528,80.0,4.6938257,212.47119
20170530T0600,18.020529,76.0,5.991594,212.73523
20170530T0700,18.340528,67.0,7.5942082,211.42957
20170530T0800,20.15053,69.0,5.8603754,227.48956
20170530T0900,22.360529,65.0,11.165805,271.84763
20170530T1000,23.190529,67.0,14.759999,270.0
20170530T1100,24.12053,63.0,15.4800005,270.0
20170530T1200,24.54053,60.0,14.685176,281.30994
20170530T1300,25.090528,57.0,13.5515,286.99084
20170530T1400,27.440529,42.0,18.64369,280.008
20170530T1500,27.56053,44.0,19.469976,273.17984
20170530T1600,27.250528,48.0,21.24,270.0
20170530T1700,26.440529,52.0,19.67195,325.4375
20170530T1800,24.940529,59.0,13.493999,350.789
20170530T1900,23.760529,58.0,13.450708,344.4759
20170530T2000,23.330528,58.0,9.746631,355.7636
20170530T2100,22.280529,64.0,7.5942073,354.5597
20170530T2200,21.39053,71.0,7.8954163,335.77228
20170530T2300,20.06053,76.0,6.0347,342.646
20170531T0000,19.23053,79.0,2.5455842,315.0
20170531T0100,18.770529,83.0,4.379589,260.5377
20170531T0200,18.440529,87.0,4.3349743,265.23636
20170531T0300,17.88053,88.0,3.96,270.0
20170531T0400,17.420528,87.0,3.0758414,290.55603
20170531T0500,16.62053,89.0,2.2768397,341.56506
20170531T0600,15.610529,94.0,1.484318,14.03624
20170531T0700,15.660529,93.0,0.71999997,89.99999
20170531T0800,16.690529,89.0,1.0182338,44.999985
20170531T0900,18.45053,82.0,2.5455842,8.130096
20170531T1000,19.680529,78.0,5.506941,11.309921
20170531T1100,20.110529,75.0,5.937272,14.03624
20170531T1200,20.830528,70.0,4.802999,12.994629
20170531T1300,22.23053,65.0,4.73506,8.74614
20170531T1400,24.840528,55.0,11.525623,1.7899017
20170531T1500,24.48053,56.0,7.5942082,31.42955
20170531T1600,24.020529,58.0,4.6938257,57.5288
20170531T1700,23.440529,59.0,3.319036,77.47118
20170531T1800,23.500528,59.0,2.52,89.99999
20170531T1900,23.13053,60.0,1.8,89.99999
20170531T2000,22.660528,62.0,0.35999998,180.0
20170531T2100,22.06053,67.0,1.484318,255.96376
20170531T2200,21.47053,73.0,2.0991426,239.03624
20170531T2300,20.990528,74.0,2.8116899,230.19443
20170601T0000,20.600529,73.0,2.8116899,219.80557
20170601T0100,20.330528,71.0,2.2768397,198.43495
20170601T0200,19.780529,69.0,2.5959969,123.69006
20170601T0300,18.930529,71.0,4.5536795,108.434944
20170601T0400,18.12053,77.0,4.39436,124.99202
20170601T0500,17.64053,83.0,4.1046314,127.874985
20170601T0600,17.45053,86.0,3.096837,125.537674
20170601T0700,17.54053,88.0,1.9386592,111.80141
20170601T0800,18.04053,90.0,0.35999998,180.0
20170601T0900,19.680529,83.0,2.3051248,128.6598
20170601T1000,21.04053,75.0,1.1384199,18.434952
20170601T1100,21.530529,67.0,3.319036,40.601288
20170601T1200,22.190529,65.0,4.8433046,41.987198
20170601T1300,22.850529,62.0,4.3349743,41.63353
20170601T1400,22.240528,67.0,2.4149535,63.43495
20170601T1500,22.270529,66.0,4.73506,98.74616
20170601T1600,22.87053,64.0,7.69592,100.784294
20170601T1700,23.010529,63.0,7.968939,108.434944
20170601T1800,23.04053,63.0,8.225035,113.19859
20170601T1900,22.88053,63.0,7.754637,111.80141
20170601T2000,22.45053,64.0,7.628263,109.29004
20170601T2100,21.64053,68.0,5.937272,104.03624
20170601T2200,21.340528,68.0,5.315336,118.30075
20170601T2300,20.45053,72.0,6.1305785,130.23636
20170602T0000,19.23053,76.0,5.8603754,137.48955
20170602T0100,18.090528,79.0,4.198285,149.03624
20170602T0200,17.40053,81.0,4.1046314,142.12502
20170602T0300,17.000528,83.0,4.1046314,164.74487
20170602T0400,16.64053,83.0,2.8799999,180.0
20170602T0500,16.29053,79.0,2.968636,165.96376
20170602T0600,16.000528,78.0,3.096837,144.46231
20170602T0700,16.350529,78.0,2.3051248,128.6598
20170602T0800,17.73053,81.0,3.4152596,108.434944
20170602T0900,19.490528,77.0,1.4399999,89.99999
20170602T1000,21.55053,70.0,3.396233,302.00537
20170602T1100,22.54053,62.0,8.707237,299.74487
20170602T1200,22.62053,60.0,7.7879906,326.30994
20170602T1300,22.740528,59.0,7.8954163,316.8476
20170602T1400,25.680529,49.0,5.04,270.0
20170602T1500,24.72053,51.0,2.0364676,225.0
20170602T1600,24.250528,52.0,3.8268526,138.81407
20170602T1700,24.73053,51.0,3.396233,147.99461
20170602T1800,24.45053,51.0,3.0547013,135.0
20170602T1900,24.15053,52.0,2.5959969,146.30994
20170602T2000,23.71053,54.0,0.71999997,89.99999
20170602T2100,22.96053,58.0,2.8116899,50.194427
20170602T2200,22.21053,62.0,4.6938252,94.398705
20170602T2300,21.22053,67.0,6.3690495,132.70938
20170603T0000,19.90053,73.0,7.2,143.1301
20170603T0100,19.020529,76.0,6.489992,146.30994
20170603T0200,18.360529,77.0,5.1919937,146.30994
20170603T0300,17.610529,76.0,4.8965297,143.97263
20170603T0400,17.020529,76.0,5.495161,148.3925
20170603T0500,16.840528,76.0,6.3690495,137.2906
20170603T0600,16.830528,77.0,6.989936,124.508514
20170603T0700,16.90053,80.0,6.6185193,112.380135
20170603T0800,18.39053,83.0,7.628263,109.29004
20170603T0900,20.740528,76.0,7.289444,110.22486
20170603T1000,22.88053,66.0,1.8,180.0
20170603T1100,24.180529,55.0,3.8773184,248.1986
20170603T1200,24.96053,52.0,2.4149535,243.43495
20170603T1300,25.500528,50.0,1.835647,281.30994
20170603T1400,24.840528,56.0,4.072935,225.0
20170603T1500,25.330528,55.0,4.0249224,259.69516
20170603T1600,24.89053,55.0,7.628263,289.29004
20170603T1700,23.97053,57.0,10.239453,280.1247
20170603T1800,23.65053,58.0,9.0645685,276.84277
20170603T1900,22.88053,61.0,7.2805495,278.53076
20170603T2000,22.05053,70.0,6.519877,263.65982
20170603T2100,19.80053,86.0,4.5536795,251.56506
20170603T2200,19.090528,92.0,1.0182338,315.0
20170603T2300,18.62053,92.0,1.2979984,56.30993
20170604T0000,17.990528,95.0,3.9763298,84.805565
20170604T0100,17.62053,93.0,10.514218,128.04704
20170604T0200,16.990528,78.0,18.64369,169.99202
20170604T0300,16.39053,83.0,40.044235,247.816
20170604T0400,15.920529,90.0,35.33506,278.79053
20170604T0500,15.450529,90.0,18.888851,262.3332
20170604T0600,14.820529,86.0,24.858253,259.992
20170604T0700,14.970529,85.0,19.602652,262.61395
20170604T0800,15.500529,85.0,17.81909,261.8699
20170604T0900,16.160528,83.0,18.014393,272.29062
20170604T1000,14.830529,83.0,25.199999,270.0
20170604T1100,12.900529,72.0,21.746504,263.34558
20170604T1200,15.670529,62.0,18.228943,279.09027
20170604T1300,16.62053,57.0,19.211996,282.99463
20170604T1400,19.23053,51.0,15.745627,280.53918
20170604T1500,19.930529,51.0,12.758432,286.38956
20170604T1600,20.500528,46.0,11.298495,292.47943
20170604T1700,20.760529,46.0,9.983106,295.64102
20170604T1800,20.73053,50.0,10.00256,300.25644
20170604T1900,20.520529,54.0,10.233123,320.7106
20170604T2000,19.80053,56.0,11.252519,352.64764
20170604T2100,18.270529,62.0,10.182337,351.8699
20170604T2200,16.420528,72.0,7.9526596,354.8056
20170604T2300,14.710529,79.0,3.4152596,18.434952
20170605T0000,13.580529,84.0,4.6938252,85.60129
20170605T0100,13.090529,83.0,4.0249224,79.695145
20170605T0200,12.240529,83.0,0.35999998,360.0
20170605T0300,11.360529,86.0,2.52,270.0
20170605T0400,11.330529,86.0,1.4399999,270.0
20170605T0500,11.440529,85.0,1.9386592,248.1986
20170605T0600,11.470529,86.0,3.0758414,249.44395
20170605T0700,12.190529,83.0,2.52,270.0
20170605T0800,13.360529,81.0,1.8,306.8699
20170605T0900,15.020529,76.0,2.52,270.0
20170605T1000,15.580529,76.0,0.71999997,89.99999
20170605T1100,15.670529,77.0,2.0364676,135.0
20170605T1200,16.88053,75.0,2.3051248,141.34018
20170605T1300,16.82053,76.0,3.4152596,161.56505
20170605T1400,17.250528,70.0,6.9247384,297.89728
20170605T1500,17.65053,69.0,4.6938252,274.3987
20170605T1600,17.63053,71.0,3.7064266,240.9454
20170605T1700,18.72053,68.0,2.5455842,135.0
20170605T1800,18.97053,67.0,8.217153,118.81079
20170605T1900,18.840528,68.0,10.630672,118.30075
20170605T2000,18.660528,69.0,10.00256,120.25643
20170605T2100,18.07053,72.0,8.699793,114.44395
20170605T2200,16.760529,76.0,11.525623,128.6598
20170605T2300,14.740529,81.0,11.480557,138.81407
20170606T0000,12.870529,86.0,10.514218,141.95296
20170606T0100,11.970529,87.0,10.948973,136.33221
20170606T0200,11.700529,87.0,11.212135,132.39743
20170606T0300,11.350529,88.0,10.799999,126.869896
20170606T0400,11.600529,87.0,11.019764,128.36748
20170606T0500,11.390529,91.0,10.97262,131.0091
20170606T0600,11.980529,92.0,11.709688,135.0
20170606T0700,14.370529,82.0,11.440979,155.85446
20170606T0800,16.90053,70.0,15.509274,201.8014
20170606T0900,18.830528,62.0,22.104116,239.67639
20170606T1000,18.38053,62.0,21.9718,271.87787
20170606T1100,17.05053,63.0,19.35314,226.50743
20170606T1200,16.770529,68.0,21.26744,236.04094
20170606T1300,16.45053,67.0,28.66694,262.78574
20170606T1400,16.98053,66.0,28.82249,260.65533
20170606T1500,17.280529,60.0,28.981676,263.5812
20170606T1600,17.57053,52.0,31.311724,261.4041
20170606T1700,17.54053,48.0,31.491255,259.46082
20170606T1800,17.520529,46.0,30.413074,263.8845
20170606T1900,16.840528,48.0,30.599998,270.0
20170606T2000,15.5505295,53.0,26.282465,269.21518
20170606T2100,14.470529,57.0,20.240196,264.89783
20170606T2200,13.830529,61.0,20.523155,271.0051
20170606T2300,12.590529,67.0,18.775301,265.6013
20170607T0000,12.090529,70.0,18.72346,268.89832
20170607T0100,11.200529,73.0,17.731598,264.17368
20170607T0200,10.600529,74.0,15.815435,258.17853
20170607T0300,10.070529,75.0,15.256526,250.70996
20170607T0400,9.480529,77.0,13.849477,242.10274
20170607T0500,8.960529,80.0,12.904882,239.85861
20170607T0600,8.850529,81.0,12.096214,233.47115
20170607T0700,10.400529,75.0,18.448023,252.97949
20170607T0800,11.230529,70.0,24.535524,255.55597
20170607T0900,12.120529,64.0,26.758923,259.1436
20170607T1000,12.910529,60.0,27.402597,260.16644
20170607T1100,13.120529,56.0,27.343414,260.90973
20170607T1200,14.510529,52.0,27.595823,262.50415
20170607T1300,15.080529,51.0,27.908709,263.33334
20170607T1400,16.37053,47.0,29.195534,267.17288
20170607T1500,16.80053,47.0,28.1169,267.06433
20170607T1600,17.21053,46.0,25.942488,267.61407
20170607T1700,17.29053,46.0,24.84,270.0
20170607T1800,17.20053,47.0,22.691425,271.8183
20170607T1900,16.82053,49.0,20.211363,274.08563
20170607T2000,16.20053,52.0,15.546833,275.31454
20170607T2100,15.120529,61.0,10.495713,275.90616
20170607T2200,13.880529,65.0,6.9899354,258.11133
20170607T2300,12.760529,67.0,5.3517847,227.72632
20170608T0000,11.280529,69.0,8.049845,190.30484
20170608T0100,9.780529,74.0,9.3669195,177.79741
20170608T0200,9.840529,74.0,7.5942082,148.57043
20170608T0300,10.230529,70.0,7.2,126.869896
20170608T0400,9.400529,71.0,8.0899935,122.27564
20170608T0500,9.170529,67.0,7.7043357,127.40535
20170608T0600,9.030529,70.0,8.942214,130.1009
20170608T0700,9.640529,80.0,8.287822,124.38034
20170608T0800,12.5505295,78.0,13.104198,127.1847
20170608T0900,15.170529,65.0,14.113652,127.7468
20170608T1000,17.000528,56.0,13.896187,126.57303
20170608T1100,18.47053,48.0,12.594856,120.963745
20170608T1200,19.850529,43.0,11.753877,117.34987
20170608T1300,21.14053,41.0,10.829958,111.44774
20170608T1400,23.240528,40.0,11.792404,121.26373
20170608T1500,24.260529,39.0,10.00256,120.25643
20170608T1600,24.96053,38.0,7.8954163,114.22774
20170608T1700,25.29053,39.0,6.2145634,100.00798
20170608T1800,25.340528,40.0,6.4799995,89.99999
20170608T1900,25.100529,42.0,7.92,89.99999
20170608T2000,24.48053,46.0,7.92,89.99999
20170608T2100,22.82053,57.0,10.703569,109.653824
20170608T2200,19.600529,67.0,12.984975,133.8767
20170608T2300,16.57053,66.0,11.753876,139.96974
20170609T0000,15.530529,83.0,10.296251,126.46923
20170609T0100,14.280529,89.0,9.686609,131.98721
20170609T0200,13.600529,87.0,10.296251,126.46923
20170609T0300,13.450529,80.0,10.233123,129.2894
20170609T0400,13.560529,76.0,10.182337,135.0
20170609T0500,14.060529,72.0,7.386582,133.02505
20170609T0600,13.830529,72.0,4.198285,149.03624
20170609T0700,14.900529,74.0,3.9763298,95.19443
20170609T0800,16.580528,69.0,4.1046314,127.874985
20170609T0900,20.490528,57.0,9.028754,274.5739
20170609T1000,22.160528,50.0,21.647945,266.1859
20170609T1100,22.80053,53.0,23.039999,270.0
20170609T1200,22.47053,56.0,22.553936,278.25946
20170609T1300,21.62053,59.0,21.129883,283.7995
20170609T1400,22.030529,60.0,12.984975,316.1233
20170609T1500,21.840528,60.0,15.530151,314.06082
20170609T1600,20.910528,63.0,10.464797,319.18494
20170609T1700,21.63053,61.0,3.396233,302.00537
20170609T1800,21.750528,61.0,1.5273507,315.0
20170609T1900,21.21053,64.0,5.991594,302.73523
20170609T2000,20.930529,65.0,5.315336,298.30078
20170609T2100,20.38053,65.0,5.692099,304.69516
20170609T2200,19.690529,67.0,6.4096174,321.84277
20170609T2300,18.06053,77.0,5.1919937,326.30994
20170610T0000,17.030529,83.0,2.9024127,330.25513
20170610T0100,16.780529,83.0,2.52,270.0
20170610T0200,16.64053,83.0,1.8,270.0
20170610T0300,16.190529,83.0,0.71999997,360.0
20170610T0400,14.990529,90.0,2.8116899,50.194427
20170610T0500,13.860529,94.0,3.7585104,73.30075
20170610T0600,13.310529,92.0,4.3349743,94.76365
20170610T0700,13.980529,89.0,3.2399998,89.99999
20170610T0800,15.570529,86.0,8.699793,114.44395
20170610T0900,17.73053,77.0,13.584932,122.00538
20170610T1000,19.63053,69.0,14.007655,115.90651
20170610T1100,20.770529,64.0,12.768586,111.50143
20170610T1200,22.010529,58.0,10.538843,97.85332
20170610T1300,23.07053,52.0,9.028754,85.42608
20170610T1400,23.88053,47.0,6.792466,32.005356
20170610T1500,24.530529,42.0,6.9899354,11.888657
20170610T1600,24.840528,38.0,7.208994,2.8624115
20170610T1700,24.990528,36.0,8.28,360.0
20170610T1800,24.98053,34.0,8.647496,357.61407
20170610T1900,24.600529,35.0,9.422101,353.41806
20170610T2000,23.71053,41.0,8.557102,345.37915
20170610T2100,22.06053,49.0,8.089993,339.14557
20170610T2200,20.82053,52.0,4.198285,329.03625
20170610T2300,19.520529,54.0,1.2979984,213.69006
20170611T0000,18.79053,54.0,3.671294,191.30994
20170611T0100,17.95053,56.0,3.6,216.8699
20170611T0200,17.160528,56.0,2.8799999,180.0
20170611T0300,16.65053,65.0,6.9247384,117.89726
20170611T0400,14.170529,86.0,9.585739,124.28687
20170611T0500,13.540529,89.0,10.009036,127.69424
20170611T0600,13.220529,86.0,9.726664,128.991
20170611T0700,14.650529,80.0,8.534353,117.64597
20170611T0800,16.96053,72.0,10.829958,111.44774
20170611T0900,19.410528,66.0,12.181625,108.9704
20170611T1000,21.860529,61.0,13.708391,103.6713
20170611T1100,23.920528,52.0,16.418526,105.25512
20170611T1200,25.610529,45.0,16.766108,104.93142
20170611T1300,26.82053,42.0,15.725037,105.9454
20170611T1400,28.360529,42.0,11.841756,109.53665
20170611T1500,29.15053,39.0,9.565437,109.798874
20170611T1600,29.660528,38.0,6.6185193,112.380135
20170611T1700,29.89053,37.0,2.9024127,97.125015
20170611T1800,29.680529,38.0,2.1897945,9.462311
20170611T1900,29.490528,39.0,3.0758414,339.44397
20170611T2000,28.920528,43.0,0.8049845,296.56506
20170611T2100,28.030529,49.0,2.0364676,135.0
20170611T2200,27.15053,53.0,4.8965297,143.97263
20170611T2300,25.850529,63.0,5.154415,155.22485
20170612T0000,24.670528,72.0,5.0911684,171.8699
20170612T0100,23.760529,74.0,5.7599998,180.0
20170612T0200,22.930529,73.0,5.506941,168.69006
20170612T0300,21.830528,77.0,4.3349743,175.23636
20170612T0400,20.580528,79.0,5.6920996,198.43495
20170612T0500,19.510529,77.0,7.5685663,205.34618
20170612T0600,20.31053,78.0,5.8048253,209.74489
20170612T0700,21.600529,78.0,3.6,233.1301
20170612T0800,22.38053,78.0,3.2399998,270.0
20170612T0900,25.030529,68.0,8.4042845,279.8658
20170612T1000,26.260529,65.0,12.371645,278.3659
20170612T1100,26.160528,67.0,15.683776,279.24612
20170612T1200,27.22053,65.0,19.35314,279.63754
20170612T1300,27.07053,66.0,22.45315,282.0306
20170612T1400,22.240528,71.0,19.881649,301.67548
20170612T1500,22.98053,66.0,20.523157,291.61478
20170612T1600,22.940529,64.0,19.734436,284.79675
20170612T1700,23.21053,63.0,20.633371,276.009
20170612T1800,23.240528,61.0,20.240196,275.10217
20170612T1900,22.770529,61.0,17.935081,280.4077
20170612T2000,22.13053,62.0,13.441071,290.37643
20170612T2100,20.990528,67.0,10.00256,300.25644
20170612T2200,19.610529,74.0,7.10031,300.46555
20170612T2300,18.600529,77.0,5.0911684,278.1301
20170613T0000,17.680529,80.0,5.0911684,278.1301
20170613T0100,16.87053,80.0,5.1919937,303.69006
20170613T0200,15.660529,84.0,3.096837,324.46234
20170613T0300,14.720529,88.0,1.835647,348.69006
20170613T0400,13.480529,95.0,2.0991426,59.036232
20170613T0500,13.330529,94.0,1.8,89.99999
20170613T0600,13.380529,92.0,1.1384199,71.56504
20170613T0700,13.940529,88.0,1.8,36.86989
20170613T0800,14.860529,83.0,3.2599385,6.340164
20170613T0900,16.31053,77.0,3.96,360.0
20170613T1000,18.360529,68.0,4.896529,17.102722
20170613T1100,20.13053,60.0,4.896529,17.102722
20170613T1200,21.38053,56.0,6.4799995,360.0
20170613T1300,22.490528,52.0,7.771331,346.6075
20170613T1400,22.64053,61.0,5.506941,348.69006
20170613T1500,24.190529,57.0,6.9899354,348.11133
20170613T1600,25.020529,51.0,7.69592,349.2157
20170613T1700,25.46053,46.0,8.473393,347.73523
20170613T1800,25.45053,45.0,10.041354,345.46555
20170613T1900,24.990528,50.0,12.144331,348.02386
20170613T2000,23.930529,59.0,13.138765,350.5377
20170613T2100,22.15053,66.0,12.0694,342.646
20170613T2200,19.920528,74.0,9.9571085,347.4712
20170613T2300,18.100529,81.0,4.0249224,333.43497
20170614T0000,17.38053,82.0,3.7585104,253.30075
20170614T0100,16.780529,82.0,5.1919937,236.30994
20170614T0200,16.350529,82.0,3.096837,215.53769
20170614T0300,16.14053,82.0,4.0249224,259.69516
20170614T0400,15.350529,84.0,4.829907,296.56506
20170614T0500,14.860529,86.0,7.771331,283.39252
20170614T0600,15.180529,86.0,2.5455842,315.0
20170614T0700,15.760529,85.0,4.1046314,195.25513
20170614T0800,17.350529,80.0,4.6938257,147.52881
20170614T0900,20.15053,71.0,13.009903,104.42077
20170614T1000,22.530529,62.0,18.11841,110.95577
20170614T1100,24.030529,63.0,17.114204,112.249016
20170614T1200,25.89053,58.0,11.159999,89.99999
20170614T1300,26.680529,57.0,9.085988,33.690063
20170614T1400,25.22053,59.0,15.575981,123.69006
20170614T1500,26.100529,58.0,15.408671,142.59465
20170614T1600,26.780529,58.0,12.682018,124.592285
20170614T1700,27.420528,52.0,9.605998,102.99461
20170614T1800,27.55053,51.0,6.162207,96.70984
20170614T1900,27.29053,51.0,5.95906,64.98311
20170614T2000,26.64053,55.0,6.830519,71.56504
20170614T2100,25.590528,61.0,6.849467,86.98721
20170614T2200,24.63053,68.0,7.9932976,97.76516
20170614T2300,23.330528,74.0,7.69592,100.784294
20170615T0000,21.88053,80.0,6.830519,108.434944
20170615T0100,20.920528,82.0,4.072935,135.0
20170615T0200,20.12053,83.0,2.7416782,156.8014
20170615T0300,19.46053,79.0,2.6208394,164.0546
20170615T0400,18.95053,75.0,2.4149535,153.43495
20170615T0500,18.46053,76.0,3.563818,135.0
20170615T0600,18.350529,77.0,4.6102495,141.34018
20170615T0700,18.850529,78.0,4.6938257,122.47119
20170615T0800,20.000528,78.0,5.5887027,104.93142
20170615T0900,21.71053,72.0,5.1544156,102.09476
20170615T1000,23.80053,68.0,2.5959969,123.69006
20170615T1100,25.850529,62.0,2.7416782,246.8014
20170615T1200,26.62053,58.0,4.3349743,265.23636
20170615T1300,26.750528,56.0,5.4119864,266.1859
20170615T1400,28.110529,50.0,11.252519,262.6476
20170615T1500,28.670528,49.0,12.0694,252.64598
20170615T1600,28.70053,48.0,13.363711,242.74467
20170615T1700,28.750528,47.0,14.241629,253.85567
20170615T1800,27.90053,48.0,12.964998,271.59113
20170615T1900,26.670528,54.0,16.263872,297.69946
20170615T2000,25.48053,60.0,11.620809,286.1892
20170615T2100,24.38053,68.0,10.440001,270.0
20170615T2200,23.190529,71.0,10.538843,262.14667
20170615T2300,21.80053,73.0,8.404285,223.2643
20170616T0000,20.760529,77.0,8.557102,202.24902
20170616T0100,19.72053,84.0,8.427383,199.98311
20170616T0200,18.90053,85.0,7.5599995,180.0
20170616T0300,18.750528,79.0,7.754637,201.8014
20170616T0400,18.080528,82.0,10.041354,255.46555
20170616T0500,18.05053,87.0,15.629972,277.94348
20170616T0600,17.420528,88.0,16.575644,304.38034
20170616T0700,17.14053,81.0,16.08761,319.53778
20170616T0800,17.440529,76.0,10.703569,312.27368
20170616T0900,18.250528,77.0,9.726665,272.1211
20170616T1000,19.80053,64.0,16.09969,280.30487
20170616T1100,20.850529,54.0,21.046917,282.84772
20170616T1200,21.580528,49.0,23.587555,285.9454
20170616T1300,21.97053,47.0,24.379204,286.29407
20170616T1400,23.520529,50.0,26.081993,290.1858
20170616T1500,23.780529,42.0,24.819122,293.9625
20170616T1600,23.97053,40.0,22.065973,298.23746
20170616T1700,23.840528,42.0,20.26899,303.40784
20170616T1800,23.47053,45.0,20.421871,310.71085
20170616T1900,22.80053,50.0,20.140705,335.72556
20170616T2000,21.73053,52.0,18.1041,342.646
20170616T2100,20.05053,58.0,18.391735,356.63354
20170616T2200,18.04053,65.0,13.397612,353.82983
20170616T2300,16.46053,72.0,9.255571,346.50427
20170617T0000,15.290529,78.0,4.1046314,307.875
20170617T0100,14.720529,79.0,4.5536795,251.56506
20170617T0200,14.750529,76.0,3.2399998,270.0
20170617T0300,14.290529,76.0,3.8268526,311.1859
20170617T0400,13.570529,79.0,5.00128,329.7436
20170617T0500,12.5505295,82.0,5.00128,329.7436
20170617T0600,11.950529,85.0,5.3517847,312.27368
20170617T0700,12.640529,83.0,4.5820518,315.0
20170617T0800,13.990529,80.0,5.634891,333.43497
20170617T0900,16.000528,69.0,9.114471,350.90973
20170617T1000,17.56053,56.0,13.084402,352.09283
20170617T1100,18.55053,50.0,15.03835,348.95905
20170617T1200,19.48053,47.0,16.24394,347.19574
20170617T1300,20.40053,47.0,17.057314,352.725
20170617T1400,22.030529,48.0,19.09358,357.83893
20170617T1500,22.490528,47.0,19.8,360.0
20170617T1600,22.750528,47.0,20.163212,1.0230255
20170617T1700,22.770529,50.0,20.211363,4.085617
20170617T1800,22.65053,52.0,19.959719,7.253174
20170617T1900,22.270529,55.0,18.511143,13.495728
20170617T2000,21.690529,60.0,15.978486,14.349319
20170617T2100,20.520529,67.0,11.659777,8.880646
20170617T2200,18.690529,75.0,8.049845,10.30484
20170617T2300,17.440529,81.0,2.1897945,80.537674
20170618T0000,17.06053,82.0,3.7064266,119.054596
20170618T0100,16.090528,82.0,6.9247384,117.89726
20170618T0200,14.770529,83.0,8.707237,119.74488
20170618T0300,13.940529,84.0,8.089993,110.854454
20170618T0400,12.850529,87.0,7.172949,107.52557
20170618T0500,12.0505295,89.0,6.12,118.07248
20170618T0600,11.700529,89.0,5.1919937,123.69006
20170618T0700,13.040529,86.0,2.9024127,97.125015
20170618T0800,16.240528,80.0,9.028754,85.42608
20170618T0900,19.280529,68.0,16.199999,89.99999
20170618T1000,20.770529,61.0,17.771753,83.018936
20170618T1100,22.350529,53.0,18.94024,81.25384
20170618T1200,23.500528,48.0,20.364674,81.869896
20170618T1300,24.490528,44.0,20.721119,82.010666
20170618T1400,25.250528,44.0,19.08,89.99999
20170618T1500,25.80053,41.0,19.813087,92.08256
20170618T1600,25.830528,39.0,21.349546,95.80673
20170618T1700,25.660528,42.0,21.746504,96.65443
20170618T1800,25.32053,43.0,21.349546,95.80673
20170618T1900,24.760529,45.0,20.275383,96.1155
20170618T2000,23.87053,48.0,16.981165,94.86451
20170618T2100,22.500528,55.0,13.363711,94.63546
20170618T2200,20.56053,62.0,12.324414,96.70984
20170618T2300,18.45053,69.0,9.9571085,102.52881
20170619T0000,16.73053,74.0,7.9932966,125.83765
